date,state,county,candidate,party,candidatevotes,totalvotes
11/5/2024,TX,Reagan,Oliver,libertarian,2,949
11/5/2024,TX,Reagan,Trump,republican,800,949
11/5/2024,TX,Real,Harris,democratic,315,1958
11/5/2024,TX,Real,Stein,green,6,1958
11/5/2024,TX,Real,Oliver,libertarian,12,1958
11/5/2024,TX,Real,Trump,republican,1625,1958
11/5/2024,TX,Red_River,Harris,democratic,1103,5796
11/5/2024,TX,Red_River,Stein,green,4,5796
11/5/2024,TX,Red_River,Oliver,libertarian,7,5796
11/5/2024,TX,Red_River,Trump,republican,4682,5796
11/5/2024,TX,Reeves,Harris,democratic,1070,3439
11/5/2024,TX,Reeves,Stein,green,7,3439
11/5/2024,TX,Reeves,Oliver,libertarian,22,3439
11/5/2024,TX,Reeves,Trump,republican,2340,3439
11/5/2024,TX,Refugio,Harris,democratic,919,3075
11/5/2024,TX,Refugio,Stein,green,7,3075
11/5/2024,TX,Refugio,Oliver,libertarian,12,3075
11/5/2024,TX,Refugio,Trump,republican,2134,3075
11/5/2024,TX,Roberts,Harris,democratic,20,572
11/5/2024,TX,Roberts,Stein,green,0,572
11/5/2024,TX,Roberts,Oliver,libertarian,3,572
11/5/2024,TX,Roberts,Trump,republican,547,572
11/5/2024,TX,Robertson,Harris,democratic,1926,8158
11/5/2024,TX,Robertson,Stein,green,13,8158
11/5/2024,TX,Robertson,Oliver,libertarian,38,8158
11/5/2024,TX,Robertson,Trump,republican,6177,8158
11/5/2024,TX,Rockwall,Harris,democratic,18092,62269
11/5/2024,TX,Rockwall,Stein,green,243,62269
11/5/2024,TX,Rockwall,Oliver,libertarian,374,62269
11/5/2024,TX,Rockwall,Trump,republican,43542,62269
11/5/2024,TX,Runnels,Harris,democratic,452,4056
11/5/2024,TX,Runnels,Stein,green,9,4056
11/5/2024,TX,Runnels,Oliver,libertarian,15,4056
11/5/2024,TX,Runnels,Trump,republican,3580,4056
11/5/2024,TX,Rusk,Harris,democratic,4337,21706
11/5/2024,TX,Rusk,Stein,green,50,21706
11/5/2024,TX,Rusk,Oliver,libertarian,81,21706
11/5/2024,TX,Rusk,Trump,republican,17234,21706
11/5/2024,TX,Sabine,Harris,democratic,590,5581
11/5/2024,TX,Sabine,Stein,green,7,5581
11/5/2024,TX,Sabine,Oliver,libertarian,12,5581
11/5/2024,TX,Sabine,Trump,republican,4972,5581
11/5/2024,TX,San_Augustine,Harris,democratic,809,3747
11/5/2024,TX,San_Augustine,Stein,green,4,3747
11/5/2024,TX,San_Augustine,Oliver,libertarian,17,3747
11/5/2024,TX,San_Augustine,Trump,republican,2917,3747
11/5/2024,TX,San_Jacinto,Harris,democratic,2175,12789
11/5/2024,TX,San_Jacinto,Stein,green,41,12789
11/5/2024,TX,San_Jacinto,Oliver,libertarian,49,12789
11/5/2024,TX,San_Jacinto,Trump,republican,10524,12789
11/5/2024,TX,San_Patricio,Harris,democratic,8025,25579
11/5/2024,TX,San_Patricio,Stein,green,79,25579
11/5/2024,TX,San_Patricio,Oliver,libertarian,131,25579
11/5/2024,TX,San_Patricio,Trump,republican,17337,25579
11/5/2024,TX,San_Saba,Harris,democratic,276,2709
11/5/2024,TX,San_Saba,Stein,green,3,2709
11/5/2024,TX,San_Saba,Oliver,libertarian,12,2709
11/5/2024,TX,San_Saba,Trump,republican,2412,2709
11/5/2024,TX,Schleicher,Harris,democratic,192,1108
11/5/2024,TX,Schleicher,Stein,green,3,1108
11/5/2024,TX,Schleicher,Oliver,libertarian,7,1108
11/5/2024,TX,Schleicher,Trump,republican,906,1108
11/5/2024,TX,Scurry,Harris,democratic,734,5721
11/5/2024,TX,Scurry,Stein,green,14,5721
11/5/2024,TX,Scurry,Oliver,libertarian,27,5721
11/5/2024,TX,Scurry,Trump,republican,4945,5721
11/5/2024,TX,Shackelford,Harris,democratic,146,1728
11/5/2024,TX,Shackelford,Stein,green,4,1728
11/5/2024,TX,Shackelford,Oliver,libertarian,12,1728
11/5/2024,TX,Shackelford,Trump,republican,1565,1728
11/5/2024,TX,Shelby,Harris,democratic,1741,9948
11/5/2024,TX,Shelby,Stein,green,16,9948
11/5/2024,TX,Shelby,Oliver,libertarian,27,9948
11/5/2024,TX,Shelby,Trump,republican,8164,9948
11/5/2024,TX,Sherman,Harris,democratic,48,873
11/5/2024,TX,Sherman,Stein,green,2,873
11/5/2024,TX,Sherman,Oliver,libertarian,5,873
11/5/2024,TX,Sherman,Trump,republican,817,873
11/5/2024,TX,Smith,Harris,democratic,28041,103879
11/5/2024,TX,Smith,Stein,green,353,103879
11/5/2024,TX,Smith,Oliver,libertarian,559,103879
11/5/2024,TX,Smith,Trump,republican,74862,103879
11/5/2024,TX,Somervell,Harris,democratic,751,5294
11/5/2024,TX,Somervell,Stein,green,13,5294
11/5/2024,TX,Somervell,Oliver,libertarian,28,5294
11/5/2024,TX,Somervell,Trump,republican,4493,5294
11/5/2024,TX,Starr,Harris,democratic,6862,16421
11/5/2024,TX,Starr,Stein,green,34,16421
11/5/2024,TX,Starr,Oliver,libertarian,36,16421
11/5/2024,TX,Starr,Trump,republican,9487,16421
11/5/2024,TX,Stephens,Harris,democratic,384,3761
11/5/2024,TX,Stephens,Stein,green,4,3761
11/5/2024,TX,Stephens,Oliver,libertarian,5,3761
11/5/2024,TX,Stephens,Trump,republican,3368,3761
11/5/2024,TX,Sterling,Harris,democratic,43,629
11/5/2024,TX,Sterling,Stein,green,2,629
11/5/2024,TX,Sterling,Oliver,libertarian,1,629
11/5/2024,TX,Sterling,Trump,republican,583,629
11/5/2024,TX,Stonewall,Harris,democratic,110,716
11/5/2024,TX,Stonewall,Stein,green,1,716
11/5/2024,TX,Stonewall,Oliver,libertarian,1,716
11/5/2024,TX,Stonewall,Trump,republican,604,716
11/5/2024,TX,Sutton,Harris,democratic,228,1400
11/5/2024,TX,Sutton,Stein,green,2,1400
11/5/2024,TX,Sutton,Oliver,libertarian,3,1400
11/5/2024,TX,Sutton,Trump,republican,1167,1400
11/5/2024,TX,Swisher,Harris,democratic,403,2265
11/5/2024,TX,Swisher,Stein,green,9,2265
11/5/2024,TX,Swisher,Oliver,libertarian,13,2265
11/5/2024,TX,Swisher,Trump,republican,1840,2265
11/5/2024,TX,Tarrant,Harris,democratic,384501,823312
11/5/2024,TX,Tarrant,Stein,green,6019,823312
11/5/2024,TX,Tarrant,Oliver,libertarian,5534,823312
11/5/2024,TX,Tarrant,Trump,republican,426626,823312
11/5/2024,TX,Taylor,Harris,democratic,13624,55417
11/5/2024,TX,Taylor,Stein,green,193,55417
11/5/2024,TX,Taylor,Oliver,libertarian,371,55417
11/5/2024,TX,Taylor,Trump,republican,41198,55417
11/5/2024,TX,Terrell,Harris,democratic,91,405
11/5/2024,TX,Terrell,Stein,green,0,405
11/5/2024,TX,Terrell,Oliver,libertarian,0,405
11/5/2024,TX,Terrell,Trump,republican,314,405
11/5/2024,TX,Terry,Harris,democratic,587,3420
11/5/2024,TX,Terry,Stein,green,4,3420
11/5/2024,TX,Terry,Oliver,libertarian,13,3420
11/5/2024,TX,Terry,Trump,republican,2815,3420
11/5/2024,TX,Throckmorton,Harris,democratic,73,900
11/5/2024,TX,Throckmorton,Stein,green,2,900
11/5/2024,TX,Throckmorton,Oliver,libertarian,2,900
11/5/2024,TX,Throckmorton,Trump,republican,823,900
11/5/2024,TX,Titus,Harris,democratic,2275,10214
11/5/2024,TX,Titus,Stein,green,24,10214
11/5/2024,TX,Titus,Oliver,libertarian,48,10214
11/5/2024,TX,Titus,Trump,republican,7861,10214
11/5/2024,TX,Tom_Green,Harris,democratic,11585,45460
11/5/2024,TX,Tom_Green,Stein,green,146,45460
11/5/2024,TX,Tom_Green,Oliver,libertarian,308,45460
11/5/2024,TX,Tom_Green,Trump,republican,33399,45460
11/5/2024,TX,Travis,Harris,democratic,398981,581276
11/5/2024,TX,Travis,Stein,green,5886,581276
11/5/2024,TX,Travis,Oliver,libertarian,4631,581276
11/5/2024,TX,Travis,Trump,republican,170787,581276
11/5/2024,TX,Trinity,Harris,democratic,1195,7374
11/5/2024,TX,Trinity,Stein,green,17,7374
11/5/2024,TX,Trinity,Oliver,libertarian,26,7374
11/5/2024,TX,Trinity,Trump,republican,6136,7374
11/5/2024,TX,Tyler,Harris,democratic,1249,9578
11/5/2024,TX,Tyler,Stein,green,14,9578
11/5/2024,TX,Tyler,Oliver,libertarian,28,9578
11/5/2024,TX,Tyler,Trump,republican,8286,9578
11/5/2024,TX,Upshur,Harris,democratic,2820,19887
11/5/2024,TX,Upshur,Stein,green,45,19887
11/5/2024,TX,Upshur,Oliver,libertarian,78,19887
11/5/2024,TX,Upshur,Trump,republican,16939,19887
11/5/2024,TX,Upton,Harris,democratic,146,1303
11/5/2024,TX,Upton,Stein,green,5,1303
11/5/2024,TX,Upton,Oliver,libertarian,3,1303
11/5/2024,TX,Upton,Trump,republican,1149,1303
11/5/2024,TX,Uvalde,Harris,democratic,3218,9772
11/5/2024,TX,Uvalde,Stein,green,32,9772
11/5/2024,TX,Uvalde,Oliver,libertarian,37,9772
11/5/2024,TX,Uvalde,Trump,republican,6482,9772
11/5/2024,TX,Val_Verde,Harris,democratic,5282,14588
11/5/2024,TX,Val_Verde,Stein,green,61,14588
11/5/2024,TX,Val_Verde,Oliver,libertarian,73,14588
11/5/2024,TX,Val_Verde,Trump,republican,9162,14588
11/5/2024,TX,Van_Zandt,Harris,democratic,3450,27950
11/5/2024,TX,Van_Zandt,Stein,green,36,27950
11/5/2024,TX,Van_Zandt,Oliver,libertarian,98,27950
11/5/2024,TX,Van_Zandt,Trump,republican,24351,27950
11/5/2024,TX,Victoria,Harris,democratic,9998,35315
11/5/2024,TX,Victoria,Stein,green,95,35315
11/5/2024,TX,Victoria,Oliver,libertarian,136,35315
11/5/2024,TX,Victoria,Trump,republican,25010,35315
11/5/2024,TX,Walker,Harris,democratic,7461,25175
11/5/2024,TX,Walker,Stein,green,77,25175
11/5/2024,TX,Walker,Oliver,libertarian,117,25175
11/5/2024,TX,Walker,Trump,republican,17515,25175
11/5/2024,TX,Waller,Harris,democratic,10183,27561
11/5/2024,TX,Waller,Stein,green,152,27561
11/5/2024,TX,Waller,Oliver,libertarian,133,27561
11/5/2024,TX,Waller,Trump,republican,17077,27561
11/5/2024,TX,Ward,Harris,democratic,627,3765
11/5/2024,TX,Ward,Stein,green,6,3765
11/5/2024,TX,Ward,Oliver,libertarian,16,3765
11/5/2024,TX,Ward,Trump,republican,3115,3765
11/5/2024,TX,Washington,Harris,democratic,4058,18217
11/5/2024,TX,Washington,Stein,green,31,18217
11/5/2024,TX,Washington,Oliver,libertarian,99,18217
11/5/2024,TX,Washington,Trump,republican,14020,18217
11/5/2024,TX,Webb,Harris,democratic,31952,65865
11/5/2024,TX,Webb,Stein,green,283,65865
11/5/2024,TX,Webb,Oliver,libertarian,226,65865
11/5/2024,TX,Webb,Trump,republican,33384,65865
11/5/2024,TX,Wharton,Harris,democratic,3910,16453
11/5/2024,TX,Wharton,Stein,green,40,16453
11/5/2024,TX,Wharton,Oliver,libertarian,63,16453
11/5/2024,TX,Wharton,Trump,republican,12439,16453
11/5/2024,TX,Wheeler,Harris,democratic,169,2274
11/5/2024,TX,Wheeler,Stein,green,2,2274
11/5/2024,TX,Wheeler,Oliver,libertarian,8,2274
11/5/2024,TX,Wheeler,Trump,republican,2093,2274
11/5/2024,TX,Wichita,Harris,democratic,12237,44530
11/5/2024,TX,Wichita,Stein,green,147,44530
11/5/2024,TX,Wichita,Oliver,libertarian,295,44530
11/5/2024,TX,Wichita,Trump,republican,31818,44530
11/5/2024,TX,Wilbarger,Harris,democratic,860,4467
11/5/2024,TX,Wilbarger,Stein,green,9,4467
11/5/2024,TX,Wilbarger,Oliver,libertarian,28,4467
11/5/2024,TX,Wilbarger,Trump,republican,3566,4467
11/5/2024,TX,Willacy,Harris,democratic,2673,5563
11/5/2024,TX,Willacy,Stein,green,16,5563
11/5/2024,TX,Willacy,Oliver,libertarian,18,5563
11/5/2024,TX,Willacy,Trump,republican,2856,5563
11/5/2024,TX,Williamson,Harris,democratic,147766,308469
11/5/2024,TX,Williamson,Stein,green,2541,308469
11/5/2024,TX,Williamson,Oliver,libertarian,2546,308469
11/5/2024,TX,Williamson,Trump,republican,155310,308469
11/5/2024,TX,Wilson,Harris,democratic,6247,27275
11/5/2024,TX,Wilson,Stein,green,49,27275
11/5/2024,TX,Wilson,Oliver,libertarian,80,27275
11/5/2024,TX,Wilson,Trump,republican,20894,27275
11/5/2024,TX,Winkler,Harris,democratic,283,1933
11/5/2024,TX,Winkler,Stein,green,0,1933
11/5/2024,TX,Winkler,Oliver,libertarian,3,1933
11/5/2024,TX,Winkler,Trump,republican,1646,1933
11/5/2024,TX,Wise,Harris,democratic,5605,38243
11/5/2024,TX,Wise,Stein,green,73,38243
11/5/2024,TX,Wise,Oliver,libertarian,167,38243
11/5/2024,TX,Wise,Trump,republican,32385,38243
11/5/2024,TX,Wood,Harris,democratic,3618,24386
11/5/2024,TX,Wood,Stein,green,42,24386
11/5/2024,TX,Wood,Oliver,libertarian,100,24386
11/5/2024,TX,Wood,Trump,republican,20621,24386
11/5/2024,TX,Yoakum,Harris,democratic,342,2393
11/5/2024,TX,Yoakum,Stein,green,5,2393
11/5/2024,TX,Yoakum,Oliver,libertarian,7,2393
11/5/2024,TX,Yoakum,Trump,republican,2039,2393
11/5/2024,TX,Young,Harris,democratic,962,8314
11/5/2024,TX,Young,Stein,green,19,8314
11/5/2024,TX,Young,Oliver,libertarian,30,8314
11/5/2024,TX,Young,Trump,republican,7298,8314
11/5/2024,TX,Zapata,Harris,democratic,1877,4871
11/5/2024,TX,Zapata,Stein,green,9,4871
11/5/2024,TX,Zapata,Oliver,libertarian,15,4871
11/5/2024,TX,Zapata,Trump,republican,2970,4871
11/5/2024,TX,Zavala,Harris,democratic,1984,3492
11/5/2024,TX,Zavala,Stein,green,6,3492
11/5/2024,TX,Zavala,Oliver,libertarian,20,3492
11/5/2024,TX,Zavala,Trump,republican,1482,3492
11/5/2024,UT,Beaver,Harris,democratic,394,3212
11/5/2024,UT,Beaver,Stein,green,8,3212
11/5/2024,UT,Beaver,West,independent,0,3212
11/5/2024,UT,Beaver,Oliver,libertarian,10,3212
11/5/2024,UT,Beaver,Trump,republican,2781,3212
11/5/2024,UT,Box_Elder,Harris,democratic,5274,28920
11/5/2024,UT,Box_Elder,Stein,green,119,28920
11/5/2024,UT,Box_Elder,West,independent,32,28920
11/5/2024,UT,Box_Elder,Oliver,libertarian,342,28920
11/5/2024,UT,Box_Elder,Trump,republican,22853,28920
11/5/2024,UT,Cache,Harris,democratic,18718,60258
11/5/2024,UT,Cache,Stein,green,343,60258
11/5/2024,UT,Cache,West,independent,94,60258
11/5/2024,UT,Cache,Oliver,libertarian,885,60258
11/5/2024,UT,Cache,Trump,republican,39457,60258
11/5/2024,UT,Carbon,Harris,democratic,2525,9445
11/5/2024,UT,Carbon,Stein,green,38,9445
11/5/2024,UT,Carbon,West,independent,8,9445
11/5/2024,UT,Carbon,Oliver,libertarian,90,9445
11/5/2024,UT,Carbon,Trump,republican,6719,9445
11/5/2024,UT,Daggett,Harris,democratic,101,550
11/5/2024,UT,Daggett,Stein,green,2,550
11/5/2024,UT,Daggett,West,independent,1,550
11/5/2024,UT,Daggett,Oliver,libertarian,2,550
11/5/2024,UT,Daggett,Trump,republican,443,550
11/5/2024,UT,Davis,Harris,democratic,59895,166570
11/5/2024,UT,Davis,Stein,green,890,166570
11/5/2024,UT,Davis,West,independent,291,166570
11/5/2024,UT,Davis,Oliver,libertarian,2137,166570
11/5/2024,UT,Davis,Trump,republican,101293,166570
11/5/2024,UT,Duchesne,Harris,democratic,1009,8968
11/5/2024,UT,Duchesne,Stein,green,16,8968
11/5/2024,UT,Duchesne,West,independent,7,8968
11/5/2024,UT,Duchesne,Oliver,libertarian,45,8968
11/5/2024,UT,Duchesne,Trump,republican,7815,8968
11/5/2024,UT,Emery,Harris,democratic,603,5011
11/5/2024,UT,Emery,Stein,green,8,5011
11/5/2024,UT,Emery,West,independent,3,5011
11/5/2024,UT,Emery,Oliver,libertarian,32,5011
11/5/2024,UT,Emery,Trump,republican,4341,5011
11/5/2024,UT,Garfield,Harris,democratic,541,2811
11/5/2024,UT,Garfield,Stein,green,17,2811
11/5/2024,UT,Garfield,West,independent,1,2811
11/5/2024,UT,Garfield,Oliver,libertarian,15,2811
11/5/2024,UT,Garfield,Trump,republican,2211,2811
11/5/2024,UT,Grand,Harris,democratic,2828,5300
11/5/2024,UT,Grand,Stein,green,49,5300
11/5/2024,UT,Grand,West,independent,16,5300
11/5/2024,UT,Grand,Oliver,libertarian,25,5300
11/5/2024,UT,Grand,Trump,republican,2327,5300
11/5/2024,UT,Iron,Harris,democratic,5683,27878
11/5/2024,UT,Iron,Stein,green,87,27878
11/5/2024,UT,Iron,West,independent,31,27878
11/5/2024,UT,Iron,Oliver,libertarian,275,27878
11/5/2024,UT,Iron,Trump,republican,21571,27878
11/5/2024,UT,Juab,Harris,democratic,734,6518
11/5/2024,UT,Juab,Stein,green,10,6518
11/5/2024,UT,Juab,West,independent,4,6518
11/5/2024,UT,Juab,Oliver,libertarian,39,6518
11/5/2024,UT,Juab,Trump,republican,5671,6518
11/5/2024,UT,Kane,Harris,democratic,1137,4488
11/5/2024,UT,Kane,Stein,green,11,4488
11/5/2024,UT,Kane,West,independent,6,4488
11/5/2024,UT,Kane,Oliver,libertarian,32,4488
11/5/2024,UT,Kane,Trump,republican,3277,4488
11/5/2024,UT,Millard,Harris,democratic,713,6387
11/5/2024,UT,Millard,Stein,green,8,6387
11/5/2024,UT,Millard,West,independent,2,6387
11/5/2024,UT,Millard,Oliver,libertarian,45,6387
11/5/2024,UT,Millard,Trump,republican,5558,6387
11/5/2024,UT,Morgan,Harris,democratic,1256,6760
11/5/2024,UT,Morgan,Stein,green,22,6760
11/5/2024,UT,Morgan,West,independent,2,6760
11/5/2024,UT,Morgan,Oliver,libertarian,104,6760
11/5/2024,UT,Morgan,Trump,republican,5300,6760
11/5/2024,UT,Piute,Harris,democratic,94,963
11/5/2024,UT,Piute,Stein,green,4,963
11/5/2024,UT,Piute,West,independent,0,963
11/5/2024,UT,Piute,Oliver,libertarian,3,963
11/5/2024,UT,Piute,Trump,republican,854,963
11/5/2024,UT,Rich,Harris,democratic,214,1447
11/5/2024,UT,Rich,Stein,green,3,1447
11/5/2024,UT,Rich,West,independent,0,1447
11/5/2024,UT,Rich,Oliver,libertarian,13,1447
11/5/2024,UT,Rich,Trump,republican,1211,1447
11/5/2024,UT,Salt_Lake,Harris,democratic,273658,509637
11/5/2024,UT,Salt_Lake,Stein,green,3581,509637
11/5/2024,UT,Salt_Lake,West,independent,921,509637
11/5/2024,UT,Salt_Lake,Oliver,libertarian,5260,509637
11/5/2024,UT,Salt_Lake,Trump,republican,221555,509637
11/5/2024,UT,San_Juan,Harris,democratic,2581,6329
11/5/2024,UT,San_Juan,Stein,green,14,6329
11/5/2024,UT,San_Juan,West,independent,16,6329
11/5/2024,UT,San_Juan,Oliver,libertarian,39,6329
11/5/2024,UT,San_Juan,Trump,republican,3613,6329
11/5/2024,UT,Sanpete,Harris,democratic,1906,12944
11/5/2024,UT,Sanpete,Stein,green,35,12944
11/5/2024,UT,Sanpete,West,independent,17,12944
11/5/2024,UT,Sanpete,Oliver,libertarian,101,12944
11/5/2024,UT,Sanpete,Trump,republican,10653,12944
11/5/2024,UT,Sevier,Harris,democratic,1236,10926
11/5/2024,UT,Sevier,Stein,green,27,10926
11/5/2024,UT,Sevier,West,independent,4,10926
11/5/2024,UT,Sevier,Oliver,libertarian,64,10926
11/5/2024,UT,Sevier,Trump,republican,9526,10926
11/5/2024,UT,Summit,Harris,democratic,14612,25876
11/5/2024,UT,Summit,Stein,green,121,25876
11/5/2024,UT,Summit,West,independent,23,25876
11/5/2024,UT,Summit,Oliver,libertarian,236,25876
11/5/2024,UT,Summit,Trump,republican,10783,25876
11/5/2024,UT,Tooele,Harris,democratic,9560,34006
11/5/2024,UT,Tooele,Stein,green,168,34006
11/5/2024,UT,Tooele,West,independent,36,34006
11/5/2024,UT,Tooele,Oliver,libertarian,358,34006
11/5/2024,UT,Tooele,Trump,republican,23484,34006
11/5/2024,UT,Uintah,Harris,democratic,1952,15832
11/5/2024,UT,Uintah,Stein,green,33,15832
11/5/2024,UT,Uintah,West,independent,11,15832
11/5/2024,UT,Uintah,Oliver,libertarian,113,15832
11/5/2024,UT,Uintah,Trump,republican,13599,15832
11/5/2024,UT,Utah,Harris,democratic,84937,298143
11/5/2024,UT,Utah,Stein,green,1582,298143
11/5/2024,UT,Utah,West,independent,382,298143
11/5/2024,UT,Utah,Oliver,libertarian,4397,298143
11/5/2024,UT,Utah,Trump,republican,203476,298143
11/5/2024,UT,Wasatch,Harris,democratic,6459,18354
11/5/2024,UT,Wasatch,Stein,green,83,18354
11/5/2024,UT,Wasatch,West,independent,15,18354
11/5/2024,UT,Wasatch,Oliver,libertarian,188,18354
11/5/2024,UT,Wasatch,Trump,republican,11495,18354
11/5/2024,UT,Washington,Harris,democratic,22327,97256
11/5/2024,UT,Washington,Stein,green,294,97256
11/5/2024,UT,Washington,West,independent,81,97256
11/5/2024,UT,Washington,Oliver,libertarian,719,97256
11/5/2024,UT,Washington,Trump,republican,73165,97256
11/5/2024,UT,Wayne,Harris,democratic,381,1651
11/5/2024,UT,Wayne,Stein,green,5,1651
11/5/2024,UT,Wayne,West,independent,6,1651
11/5/2024,UT,Wayne,Oliver,libertarian,8,1651
11/5/2024,UT,Wayne,Trump,republican,1238,1651
11/5/2024,UT,Weber,Harris,democratic,41238,112054
11/5/2024,UT,Weber,Stein,green,644,112054
11/5/2024,UT,Weber,West,independent,189,112054
11/5/2024,UT,Weber,Oliver,libertarian,1325,112054
11/5/2024,UT,Weber,Trump,republican,67549,112054
11/5/2024,VA,Accomack,Harris,democratic,7374,17176
11/5/2024,VA,Accomack,Stein,green,36,17176
11/5/2024,VA,Accomack,West,independent,17,17176
11/5/2024,VA,Accomack,Oliver,libertarian,41,17176
11/5/2024,VA,Accomack,Trump,republican,9659,17176
11/5/2024,VA,Albemarle,Harris,democratic,44279,67224
11/5/2024,VA,Albemarle,Stein,green,366,67224
11/5/2024,VA,Albemarle,West,independent,100,67224
11/5/2024,VA,Albemarle,Oliver,libertarian,378,67224
11/5/2024,VA,Albemarle,Trump,republican,21513,67224
11/5/2024,VA,Alexandria,Harris,democratic,62326,80904
11/5/2024,VA,Alexandria,Stein,green,825,80904
11/5/2024,VA,Alexandria,West,independent,211,80904
11/5/2024,VA,Alexandria,Oliver,libertarian,410,80904
11/5/2024,VA,Alexandria,Trump,republican,16112,80904
11/5/2024,VA,Alleghany,Harris,democratic,2114,8293
11/5/2024,VA,Alleghany,Stein,green,27,8293
11/5/2024,VA,Alleghany,West,independent,4,8293
11/5/2024,VA,Alleghany,Oliver,libertarian,29,8293
11/5/2024,VA,Alleghany,Trump,republican,6093,8293
11/5/2024,VA,Amelia,Harris,democratic,2214,8049
11/5/2024,VA,Amelia,Stein,green,19,8049
11/5/2024,VA,Amelia,West,independent,8,8049
11/5/2024,VA,Amelia,Oliver,libertarian,12,8049
11/5/2024,VA,Amelia,Trump,republican,5776,8049
11/5/2024,VA,Amherst,Harris,democratic,5429,17358
11/5/2024,VA,Amherst,Stein,green,26,17358
11/5/2024,VA,Amherst,West,independent,19,17358
11/5/2024,VA,Amherst,Oliver,libertarian,68,17358
11/5/2024,VA,Amherst,Trump,republican,11742,17358
11/5/2024,VA,Appomattox,Harris,democratic,2324,9685
11/5/2024,VA,Appomattox,Stein,green,13,9685
11/5/2024,VA,Appomattox,West,independent,8,9685
11/5/2024,VA,Appomattox,Oliver,libertarian,42,9685
11/5/2024,VA,Appomattox,Trump,republican,7243,9685
11/5/2024,VA,Arlington,Harris,democratic,100446,129561
11/5/2024,VA,Arlington,Stein,green,1354,129561
11/5/2024,VA,Arlington,West,independent,270,129561
11/5/2024,VA,Arlington,Oliver,libertarian,831,129561
11/5/2024,VA,Arlington,Trump,republican,25223,129561
11/5/2024,VA,Augusta,Harris,democratic,11403,44417
11/5/2024,VA,Augusta,Stein,green,97,44417
11/5/2024,VA,Augusta,West,independent,45,44417
11/5/2024,VA,Augusta,Oliver,libertarian,194,44417
11/5/2024,VA,Augusta,Trump,republican,32429,44417
11/5/2024,VA,Bath,Harris,democratic,588,2583
11/5/2024,VA,Bath,Stein,green,6,2583
11/5/2024,VA,Bath,West,independent,0,2583
11/5/2024,VA,Bath,Oliver,libertarian,6,2583
11/5/2024,VA,Bath,Trump,republican,1976,2583
11/5/2024,VA,Bedford,Harris,democratic,12414,51081
11/5/2024,VA,Bedford,Stein,green,115,51081
11/5/2024,VA,Bedford,West,independent,38,51081
11/5/2024,VA,Bedford,Oliver,libertarian,199,51081
11/5/2024,VA,Bedford,Trump,republican,38017,51081
11/5/2024,VA,Bland,Harris,democratic,524,3555
11/5/2024,VA,Bland,Stein,green,4,3555
11/5/2024,VA,Bland,West,independent,8,3555
11/5/2024,VA,Bland,Oliver,libertarian,11,3555
11/5/2024,VA,Bland,Trump,republican,2998,3555
11/5/2024,VA,Botetourt,Harris,democratic,5915,21978
11/5/2024,VA,Botetourt,Stein,green,49,21978
11/5/2024,VA,Botetourt,West,independent,18,21978
11/5/2024,VA,Botetourt,Oliver,libertarian,95,21978
11/5/2024,VA,Botetourt,Trump,republican,15796,21978
11/5/2024,VA,Bristol,Harris,democratic,2231,7490
11/5/2024,VA,Bristol,Stein,green,16,7490
11/5/2024,VA,Bristol,West,independent,5,7490
11/5/2024,VA,Bristol,Oliver,libertarian,23,7490
11/5/2024,VA,Bristol,Trump,republican,5197,7490
11/5/2024,VA,Brunswick,Harris,democratic,4184,7751
11/5/2024,VA,Brunswick,Stein,green,9,7751
11/5/2024,VA,Brunswick,West,independent,8,7751
11/5/2024,VA,Brunswick,Oliver,libertarian,6,7751
11/5/2024,VA,Brunswick,Trump,republican,3523,7751
11/5/2024,VA,Buchanan,Harris,democratic,1355,9337
11/5/2024,VA,Buchanan,Stein,green,8,9337
11/5/2024,VA,Buchanan,West,independent,5,9337
11/5/2024,VA,Buchanan,Oliver,libertarian,13,9337
11/5/2024,VA,Buchanan,Trump,republican,7939,9337
11/5/2024,VA,Buckingham,Harris,democratic,2988,7925
11/5/2024,VA,Buckingham,Stein,green,29,7925
11/5/2024,VA,Buckingham,West,independent,14,7925
11/5/2024,VA,Buckingham,Oliver,libertarian,22,7925
11/5/2024,VA,Buckingham,Trump,republican,4847,7925
11/5/2024,VA,Buena_Vista,Harris,democratic,767,2867
11/5/2024,VA,Buena_Vista,Stein,green,10,2867
11/5/2024,VA,Buena_Vista,West,independent,4,2867
11/5/2024,VA,Buena_Vista,Oliver,libertarian,29,2867
11/5/2024,VA,Buena_Vista,Trump,republican,2035,2867
11/5/2024,VA,Campbell,Harris,democratic,7890,31287
11/5/2024,VA,Campbell,Stein,green,69,31287
11/5/2024,VA,Campbell,West,independent,37,31287
11/5/2024,VA,Campbell,Oliver,libertarian,103,31287
11/5/2024,VA,Campbell,Trump,republican,23032,31287
11/5/2024,VA,Caroline,Harris,democratic,7957,17698
11/5/2024,VA,Caroline,Stein,green,57,17698
11/5/2024,VA,Caroline,West,independent,34,17698
11/5/2024,VA,Caroline,Oliver,libertarian,66,17698
11/5/2024,VA,Caroline,Trump,republican,9511,17698
11/5/2024,VA,Carroll,Harris,democratic,2925,16200
11/5/2024,VA,Carroll,Stein,green,28,16200
11/5/2024,VA,Carroll,West,independent,10,16200
11/5/2024,VA,Carroll,Oliver,libertarian,32,16200
11/5/2024,VA,Carroll,Trump,republican,13152,16200
